target,dpi,time,inoc,high_N,high_P,nutrient,round,replicate,sample,shoot_mass_g,root_mass_g,leaf_area_mm2,leaves,mass_ext_mg,PAVmin,PAVint,PAVslope,RPVmin,RPVint,RPVslope,q_group,tech_cycle,quant,quant_adj,quant_zero,co,log_quant,conc,log_conc,quant_rd
RPV,12,3,RPV,1,1,N+P,3,4,33RPVN+P4shoot,0.3355,0.0333,1629.445,3,48.6,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,36.14179611,85064.69509,85064.69509,0,0,11.35116736,1750.302368,7.467543834,85065
RPV,12,3,RPV,1,1,N+P,4,5,43RPVN+P5shoot,0.1904,0.0094,980.05,2,47.1,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,37.21193695,49540.65222,49540.65222,0,0,10.81054887,1051.818518,6.958275867,49541
RPV,16,4,coinfection,0,0,low,1,1,14coinfectionlow1shoot,0.193,0.0175,1171.31,2,45.2,2800,55.4270836,-4.056960671,2800,52.63828544,-3.637108951,41,34.52707545,95403.02142,95403.02142,0,1,11.46586553,2110.686315,7.654768441,95403
RPV,16,4,coinfection,0,0,low,1,2,14coinfectionlow2shoot,0.3299,0.0285,1503.965,3,48.8,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,36.43226369,6646.203748,6646.203748,0,1,8.801801106,136.1926997,4.914070793,6646
RPV,16,4,coinfection,0,0,low,2,3,24coinfectionlow3shoot,0.2307,0.0219,1318.572,2,48,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,29.96026611,1350955.756,1350955.756,0,1,14.11632287,28144.91158,10.24512186,1350956
RPV,16,4,coinfection,0,0,low,4,5,44coinfectionlow5shoot,0.2351,0.0119,1381.174,2,47,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,30.14510345,320973.8181,320973.8181,0,1,12.67911484,6829.230173,8.828967234,320974
RPV,16,4,coinfection,0,0,low,5,6,54coinfectionlow6shoot,0.2779,0.0145,NA,NA,48.9,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,37.1987203,9917.105175,9917.105175,0,1,9.202016341,202.8037868,5.312238944,9917
RPV,16,4,coinfection,0,1,P,1,1,14coinfectionP1shoot,0.162,0.0177,1013.252,3,49,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,33.14239756,296854.7644,296854.7644,0,1,12.60099829,6058.260497,8.709177991,296855
RPV,16,4,coinfection,0,1,P,1,2,14coinfectionP2shoot,0.2148,0.0143,1269.182,2,50.4,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,31.55021541,300708.3209,300708.3209,0,1,12.61389604,5966.434939,8.693904865,300708
RPV,16,4,coinfection,0,1,P,4,5,44coinfectionP5shoot,0.2166,0.0104,1132.831,2,50.7,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,38.91213735,44635.89325,44635.89325,0,1,10.7062936,880.3923719,6.780367685,44636
RPV,16,4,coinfection,1,0,N,1,2,14coinfectionN2shoot,0.1954,0.0165,1107.498,2,51.1,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,29.5041879,717381.819,717381.819,0,1,13.4833635,14038.78315,9.549579004,717382
RPV,16,4,coinfection,1,0,N,2,3,24coinfectionN3shoot,0.1457,0.208,726.109,1,45.9,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,38.26490529,90614.63256,90614.63256,0,1,11.41437099,1974.175001,7.587905869,90615
RPV,16,4,coinfection,1,0,N,4,5,44coinfectionN5shoot,0.2694,0.012,1388.24,3,48.7,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,34.33476766,1328326.177,1328326.177,0,1,14.09943019,27275.69152,10.21375116,1328326
RPV,16,4,coinfection,1,0,N,5,6,54coinfectionN6shoot,0.4048,0.0235,NA,NA,51.8,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,35.48386129,30549.33229,30549.33229,0,1,10.32709811,589.7554497,6.379707959,30549
RPV,16,4,coinfection,1,1,N+P,1,1,14coinfectionN+P1shoot,0.0747,0.0047,556.33,2,45.7,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,30.24978765,299949.2603,299949.2603,0,1,12.61136861,6563.441144,8.789270309,299949
RPV,16,4,coinfection,1,1,N+P,1,2,14coinfectionN+P2shoot,0.2163,0.0172,1225.169,2,48.5,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,31.45345116,9510791.852,9510791.852,0,1,16.0679377,196098.8011,12.1863739,9510792
RPV,16,4,coinfection,1,1,N+P,2,3,24coinfectionN+P3shoot,0.1276,0.0199,826.153,2,47.9,2800,50.87939655,-3.364814314,2800,51.71905654,-3.58935585,18,27.5596962,5380647.509,5380647.509,0,1,15.49831928,112330.8457,11.62920378,5380648
RPV,16,4,coinfection,1,1,N+P,4,5,44coinfectionN+P5shoot,0.4513,0.0197,1792.659,3,47.2,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,33.2509257,100381.7223,100381.7223,0,1,11.51673542,2126.731404,7.662341528,100382
RPV,16,4,coinfection,1,1,N+P,5,6,54coinfectionN+P6shoot,0.4169,0.0174,NA,NA,49.9,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,35.33964538,33580.97722,33580.97722,0,1,10.42171503,672.9654754,6.511694029,33581
RPV,16,4,coinfection,1,1,N+P,5,7,54coinfectionN+P7shoot,0.3523,0.0245,NA,NA,47.4,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,36.27749252,18149.78299,18149.78299,0,1,9.806413883,382.9068142,5.947791655,18150
RPV,16,4,RPV,0,0,low,1,1,14RPVlow1shoot,0.2302,0.0218,1104.163,3,53.5,NA,NA,NA,2800,50.14614113,-3.45265522,45,35.19402822,21409.80968,21409.80968,0,0,9.971604492,400.1833585,5.991922838,21410
RPV,16,4,RPV,0,0,low,1,2,14RPVlow2shoot,0.0798,0.0088,570.738,2,46.1,NA,NA,NA,2800,50.61411034,-3.455821421,33,33.38526917,96706.2865,96706.2865,0,0,11.47943369,2097.750249,7.64862074,96706
RPV,16,4,RPV,0,0,low,2,3,24RPVlow3shoot,0.1066,0.0145,603.204,3,45.3,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,33.98927053,412308.6048,412308.6048,0,0,12.92952739,9101.735206,9.116220356,412309
RPV,16,4,RPV,0,0,low,5,6,54RPVlow6shoot,0.3041,0.0183,NA,NA,50.3,NA,NA,NA,2800,51.922408,-3.494227431,40,34.25957235,113464.8864,113464.8864,0,0,11.6392487,2255.763149,7.72124362,113465
RPV,16,4,RPV,0,1,P,1,1,14RPVP1shoot,0.2226,0.025,1157.499,3,47.7,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,33.26501846,651504.0474,651504.0474,0,0,13.38703889,13658.36577,9.52210749,651504
RPV,16,4,RPV,0,1,P,1,2,14RPVP2shoot,0.1823,0.0137,1039.827,2,47.6,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,33.86854935,476044.2769,476044.2769,0,0,13.07326615,10000.93019,9.210433386,476044
RPV,16,4,RPV,0,1,P,2,3,24RPVP3shoot,0.1515,0.0197,878.534,2,19.3,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,33.21521886,80321.76614,80321.76614,0,0,11.29379592,4161.749541,8.333690828,80322
RPV,16,4,RPV,0,1,P,5,6,54RPVP6shoot,0.2713,0.0203,NA,NA,50.3,NA,NA,NA,2800,51.922408,-3.494227431,40,30.21922684,1626121.504,1626121.504,0,0,14.30170829,32328.45933,10.38370321,1626122
RPV,16,4,RPV,0,1,P,5,7,54RPVP7shoot,0.2373,0.0166,NA,NA,51,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,37.62344742,18082.16397,18082.16397,0,0,9.802681315,354.5522347,5.870855683,18082
RPV,16,4,RPV,1,0,N,4,5,44RPVN5shoot,0.3178,0.0106,1611.092,3,50.9,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,34.17601903,366428.2383,366428.2383,0,0,12.81155798,7198.98307,8.881695055,366428
RPV,16,4,RPV,1,0,N,5,6,54RPVN6shoot,0.3322,0.018,NA,NA,47.5,NA,NA,NA,2800,50.14614113,-3.45265522,45,33.10902278,85999.80025,85999.80025,0,0,11.36210025,1810.52211,7.501370541,86000
RPV,16,4,RPV,1,0,N,5,7,54RPVN7shoot,0.4344,0.0183,NA,NA,48.6,NA,NA,NA,2800,51.922408,-3.494227431,40,31.21848742,841740.6649,841740.6649,0,0,13.64322725,17319.76677,9.759603716,841741
RPV,16,4,RPV,1,1,N+P,1,2,14RPVN+P2shoot,0.2215,0.0162,1143.57,3,48.6,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,34.66360219,269291.7673,269291.7673,0,0,12.50355071,5540.982865,8.619927177,269292
RPV,16,4,RPV,1,1,N+P,2,3,24RPVN+P3shoot,0.2813,0.0198,1614.629,3,48.7,NA,NA,NA,2800,50.61411034,-3.455821421,33,28.90189107,1917765.48,1917765.48,0,0,14.46667125,39379.16796,10.58099222,1917765
RPV,16,4,RPV,1,1,N+P,4,5,44RPVN+P5shoot,0.3607,0.014,1806.741,2,47.8,NA,NA,NA,2800,50.95508678,-3.518829324,32,34.00892003,65441.54816,65441.54816,0,0,11.08891263,1369.070045,7.221886989,65442
RPV,16,4,RPV,1,1,N+P,5,6,54RPVN+P6shoot,0.2779,0.0119,NA,NA,48.6,NA,NA,NA,2800,51.922408,-3.494227431,40,30.77952448,1124096.216,1124096.216,0,0,13.93248991,23129.55177,10.04886638,1124096
RPV,19,5,coinfection,0,0,low,1,2,15coinfectionlow2shoot,0.2142,0.0176,1082.657,2,48.5,2800,54.4608237,-3.962081252,2800,49.79641932,-3.117067347,29,34.02966944,114340.4615,114340.4615,0,1,11.64693578,2357.53529,7.765371984,114340
RPV,19,5,coinfection,0,0,low,2,3,25coinfectionlow3shoot,0.0877,0.0116,644.579,2,41.3,2800,49.79686006,-3.144371796,2800,52.89612035,-3.471252031,19,30.01149369,3913943.522,3913943.522,0,1,15.180056,94768.60829,11.4591935,3913944
RPV,19,5,coinfection,0,0,low,3,4,35coinfectionlow4shoot,0.1933,0.0331,1173.328,2,46.1,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,33.68688075,118511.2745,118511.2745,0,1,11.68276338,2570.743482,7.851950429,118511
RPV,19,5,coinfection,0,0,low,4,5,45coinfectionlow5shoot,0.2412,0.0783,1369.179,2,51.3,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,36.81901423,243336.3144,243336.3144,0,1,12.40219978,4743.397941,8.464509023,243336
RPV,19,5,coinfection,0,1,P,1,1,15coinfectionP1shoot,0.1601,0.0129,859.282,2,17.2,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,38.21283341,6168.549362,6168.549362,0,1,8.727218978,358.6365908,5.882309594,6169
RPV,19,5,coinfection,0,1,P,2,3,25coinfectionP3shoot,0.1852,0.015,1033.626,2,47.1,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,33.96507009,134481.5571,134481.5571,0,1,11.80918235,2855.234757,7.956909345,134482
RPV,19,5,coinfection,0,1,P,3,4,35coinfectionP4shoot,0.215,0.0372,1032.775,2,50.3,2800,49.79686006,-3.144371796,2800,52.89612035,-3.471252031,19,30.637441,2583993.062,2583993.062,0,1,14.76484646,51371.63146,10.84684138,2583993
RPV,19,5,coinfection,0,1,P,4,5,45coinfectionP5shoot,0.2218,0.1037,1285.263,2,50.9,2800,49.79686006,-3.144371796,2800,52.89612035,-3.471252031,19,28.85603269,8423262.387,8423262.387,0,1,15.94650777,165486.4909,12.01664484,8423262
RPV,19,5,coinfection,0,1,P,5,6,55coinfectionP6shoot,0.2819,0.018,NA,NA,48.6,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,39.70084636,4371.932902,4371.932902,0,1,8.382960502,89.95746711,4.499336971,4372
RPV,19,5,coinfection,1,0,N,1,1,15coinfectionN1shoot,0.3568,0.0292,1794.872,3,51,2800,55.4270836,-4.056960671,2800,52.63828544,-3.637108951,41,32.16935158,424427.3184,424427.3184,0,1,12.95849605,8322.104283,9.02667042,424427
RPV,19,5,coinfection,1,0,N,1,2,15coinfectionN2shoot,0.3287,0.0252,1626.58,3,52,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,27.99805959,1984963.858,1984963.858,0,1,14.50111126,38172.38188,10.54986755,1984964
RPV,19,5,coinfection,1,0,N,2,3,25coinfectionN3shoot,0.27,0.0166,1425.823,2,47.2,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,33.59865061,79213.89256,79213.89256,0,1,11.27990697,1678.260436,7.425513081,79214
RPV,19,5,coinfection,1,0,N,3,4,35coinfectionN4shoot,0.478,0.0505,2368.149,3,51.2,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,30.80893898,1056272.754,1056272.754,0,1,13.870257,20630.32723,9.934517468,1056273
RPV,19,5,coinfection,1,0,N,4,5,45coinfectionN5shoot,0.3889,0.1214,1713.11,2,52.4,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,30.30152829,710190.906,710190.906,0,1,13.47328909,13553.26156,9.514382503,710191
RPV,19,5,coinfection,1,0,N,5,6,55coinfectionN6shoot,0.3861,0.0163,NA,NA,48.8,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,38.6546224,8937.0715,8937.0715,0,1,9.097963242,183.1367111,5.210232929,8937
RPV,19,5,coinfection,1,1,N+P,1,1,15coinfectionN+P1shoot,0.1527,0.0153,937.393,2,17.6,2800,54.4608237,-3.962081252,2800,49.79641932,-3.117067347,29,38.94636154,3025.899219,3025.899219,0,1,8.014963589,171.926092,5.147064687,3026
RPV,19,5,coinfection,1,1,N+P,1,2,15coinfectionN+P2shoot,0.0775,0.0135,404.834,1,10.8,2800,50.37211046,-3.366426214,2800,49.47677724,-3.068125512,30,34.58634567,71329.10266,71329.10266,0,1,11.1750597,6604.546543,8.795513561,71329
RPV,19,5,coinfection,1,1,N+P,2,3,25coinfectionN+P3shoot,0.2225,0.0204,1378.179,2,46.4,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,34.55564372,1142270.242,1142270.242,0,1,13.94852828,24617.89315,10.11122882,1142270
RPV,19,5,coinfection,1,1,N+P,3,4,35coinfectionN+P4shoot,0.2597,0.0144,1475.075,3,50.3,28000,52.66682698,-3.371971511,2800,49.88475912,-3.252348638,3,36.26099396,15449.00813,15449.00813,0,1,9.645300081,307.1373385,5.727295004,15449
RPV,19,5,coinfection,1,1,N+P,4,5,45coinfectionN+P5shoot,0.19,0.0348,1048.17,3,52.7,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,32.77567673,383274.4695,383274.4695,0,1,12.85650664,7272.760332,8.891891187,383274
RPV,19,5,RPV,0,0,low,1,1,15RPVlow1shoot,0.0967,0.0086,698.476,2,46.3,NA,NA,NA,2800,50.61411034,-3.455821421,33,30.00075531,922190.544,922190.544,0,0,13.73450714,19917.72233,9.899365184,922191
RPV,19,5,RPV,0,0,low,2,3,25RPVlow3shoot,0.2786,0.0196,1507.983,3,47.2,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,32.14790217,159925.8373,159925.8373,0,0,11.98246547,3388.259265,8.128071577,159926
RPV,19,5,RPV,0,0,low,3,4,35RPVlow4shoot,0.4053,0.0766,1974.938,3,48.7,NA,NA,NA,2800,50.95508678,-3.518829324,32,34.19853719,57805.22994,57805.22994,0,0,10.96483453,1186.965707,7.079155504,57805
RPV,19,5,RPV,0,0,low,5,6,55RPVlow6shoot,0.2779,0.0177,NA,NA,48.9,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,38.49291992,9981.341364,9981.341364,0,0,9.208472765,204.1174103,5.318695369,9981
RPV,19,5,RPV,0,1,P,1,1,15RPVP1shoot,0.1616,0.0163,1046.058,3,48.8,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,31.45084445,2049397.266,2049397.266,0,0,14.53305629,41995.84561,10.64532598,2049397
RPV,19,5,RPV,0,1,P,1,2,15RPVP2shoot,0.2384,0.0122,1473.886,3,46.8,NA,NA,NA,2800,50.61411034,-3.455821421,33,29.53277525,1259617.135,1259617.135,0,0,14.04631837,26914.89605,10.20043517,1259617
RPV,19,5,RPV,0,1,P,2,3,25RPVP3shoot,0.1861,0.0142,1059.067,2,52.4,28000,52.66682698,-3.371971511,2800,49.88475912,-3.252348638,3,34.13210805,69737.98404,69737.98404,0,0,11.15250041,1330.877558,7.193593822,69738
RPV,19,5,RPV,0,1,P,3,4,35RPVP4shoot,0.202,0.024,1004.836,3,52.2,NA,NA,NA,2800,50.05916254,-3.409982336,34,33.3661232,78585.93264,78585.93264,0,0,11.27194799,1505.477637,7.316865493,78586
RPV,19,5,RPV,0,1,P,4,5,45RPVP5shoot,0.2665,0.0919,1277.082,3,48.9,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,35.09485753,163792.9293,163792.9293,0,0,12.00635828,3349.548657,8.116580886,163793
RPV,19,5,RPV,0,1,P,5,6,55RPVP6shoot,0.2447,0.0198,NA,NA,47,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,36.88761521,29898.34462,29898.34462,0,0,10.30555839,636.1349919,6.455410792,29898
RPV,19,5,RPV,0,1,P,5,7,55RPVP7shoot,0.3441,0.0171,NA,NA,48.2,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,38.56341044,9511.897372,9511.897372,0,0,9.160298649,197.3422691,5.284939628,9512
RPV,19,5,RPV,1,0,N,1,1,15RPVN1shoot,0.2207,0.0096,1565.656,3,48.5,NA,NA,NA,2800,50.61411034,-3.455821421,33,33.7319514,76760.24954,76760.24954,0,0,11.2484422,1582.685557,7.366878403,76760
RPV,19,5,RPV,1,0,N,1,2,15RPVN2shoot,0.3211,0.0219,1990.548,3,47.2,NA,NA,NA,2800,50.05916254,-3.409982336,34,36.33462906,10587.92179,10587.92179,0,0,9.267469176,224.3203768,5.413075284,10588
RPV,19,5,RPV,1,0,N,2,3,25RPVN3shoot,0.1947,0.0109,947.595,3,48.9,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,34.07205963,391299.8176,391299.8176,0,0,12.87722934,8002.041261,8.987451946,391300
RPV,19,5,RPV,1,0,N,3,4,35RPVN4shoot,0.2792,0.0255,1478.787,3,49.7,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,30.35757637,507699.7126,507699.7126,0,0,13.13764543,10215.28597,9.231640502,507700
RPV,19,5,RPV,1,0,N,4,5,45RPVN5shoot,0.2858,0.0659,1569.553,3,52,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,35.56569672,121990.6383,121990.6383,0,0,11.71169959,2345.973814,7.760455867,121991
RPV,19,5,RPV,1,0,N,5,6,55RPVN6shoot,0.371,0.0153,NA,NA,50.3,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,39.67829641,4439.830256,4439.830256,0,0,8.398371424,88.2670031,4.480366347,4440
RPV,19,5,RPV,1,1,N+P,1,1,15RPVN+P1shoot,0.2529,0.0116,1607.799,3,25,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,33.17007574,82695.77786,82695.77786,0,0,11.32292383,3307.831114,8.104048001,82696
RPV,19,5,RPV,1,1,N+P,2,3,25RPVN+P3shoot,0.104,0.0083,566.967,2,46.7,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,36.15134938,84557.64527,84557.64527,0,0,11.34518877,1810.656216,7.501444609,84558
RPV,19,5,RPV,1,1,N+P,4,5,45RPVN+P5shoot,0.3108,0.0624,1677.806,3,51.7,NA,NA,NA,2800,50.61411034,-3.455821421,33,30.24716822,782558.7423,782558.7423,0,0,13.57032427,15136.53273,9.624866487,782559
RPV,19,5,RPV,1,1,N+P,5,6,55RPVN+P6shoot,0.3037,0.0149,NA,NA,48,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,37.55699794,18922.2496,18922.2496,0,0,9.848093736,394.2135333,5.976892725,18922
RPV,22,6,coinfection,0,0,low,1,1,16coinfectionlow1shoot,0.1947,0.0182,1133.031,3,52.3,28000,52.13787768,-3.505091222,2800,51.01666454,-3.356703059,28,29.41414706,2726688.554,2726688.554,0,1,14.81859845,52135.5364,10.86160208,2726689
RPV,22,6,coinfection,0,0,low,2,3,26coinfectionlow3shoot,0.0955,0.0032,713.82,2,50.5,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,32.8662707,359829.7838,359829.7838,0,1,12.79338638,7125.342253,8.871413039,359830
RPV,22,6,coinfection,0,0,low,3,4,36coinfectionlow4shoot,0.2835,0.022,1308.247,2,53,NA,NA,NA,2800,50.95508678,-3.518829324,32,37.50940832,6623.168766,6623.168766,0,1,8.7983292,124.9654484,4.828037286,6623
RPV,22,6,coinfection,0,0,low,4,5,46coinfectionlow5shoot,0.3623,0.0155,1681.904,3,48.3,2800,54.4608237,-3.962081252,2800,49.79641932,-3.117067347,29,30.47102547,1584397.212,1584397.212,0,1,14.27571459,32803.2549,10.39828302,1584397
RPV,22,6,coinfection,0,1,P,1,1,16coinfectionP1shoot,0.1583,0.0158,1093.582,2,43.7,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,33.92556127,36158.76203,36158.76203,0,1,10.49567458,827.4316254,6.718326476,36159
RPV,22,6,coinfection,0,1,P,1,2,16coinfectionP2shoot,0.0741,0.0062,613.284,2,49.1,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,34.34667078,21164.41369,21164.41369,0,1,9.960076451,431.0471221,6.066217416,21164
RPV,22,6,coinfection,0,1,P,2,3,26coinfectionP3shoot,0.1829,0.0341,1074.156,2,47,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,36.65686036,4745.919717,4745.919717,0,1,8.465040521,100.9770153,4.614892919,4746
RPV,22,6,coinfection,0,1,P,3,4,36coinfectionP4shoot,0.2432,0.0236,1442.258,2,48.6,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,30.06178983,492165.7462,492165.7462,0,1,13.10657082,10126.86721,9.22294729,492166
RPV,22,6,coinfection,0,1,P,4,5,46coinfectionP5shoot,0.2497,0.0132,1247.245,2,46.6,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,32.92657725,116614.9166,116614.9166,0,1,11.66663247,2502.466021,7.825031933,116615
RPV,22,6,coinfection,1,0,N,1,1,16coinfectionN1shoot,0.2521,0.0287,1613.971,3,49.5,28000,52.66682698,-3.371971511,2800,49.88475912,-3.252348638,3,32.07696788,298788.2875,298788.2875,0,1,12.60749053,6036.127021,8.705517864,298788
RPV,22,6,coinfection,1,0,N,1,2,16coinfectionN2shoot,0.091,0.0195,743.513,1,51.3,2800,50.87939655,-3.364814314,2800,51.71905654,-3.58935585,18,29.8769207,1216892.657,1216892.657,0,1,14.01181116,23721.10442,10.07412041,1216893
RPV,22,6,coinfection,1,0,N,3,4,36coinfectionN4shoot,0.3525,0.0177,1614.618,3,49,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,35.24431992,58324.82789,58324.82789,0,1,10.97378315,1190.30261,7.081962848,58325
RPV,22,6,coinfection,1,0,N,4,5,46coinfectionN5shoot,0.341,0.0169,1509.077,2,51.5,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,31.47253799,950223.9327,950223.9327,0,1,13.76445295,18450.95015,9.822871147,950224
RPV,22,6,coinfection,1,1,N+P,1,2,16coinfectionN+P2shoot,0.1953,0.0143,1094.93,2,50.1,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,33.31442515,38676.3528,38676.3528,0,1,10.56298365,771.9830898,6.648962645,38676
RPV,22,6,coinfection,1,1,N+P,2,3,26coinfectionN+P3shoot,0.1356,0.009,925.125,3,49.5,28000,52.13787768,-3.505091222,2800,51.01666454,-3.356703059,28,29.46951866,2625062.85,2625062.85,0,1,14.7806154,53031.57273,10.87864273,2625063
RPV,22,6,coinfection,1,1,N+P,3,4,36coinfectionN+P4shoot,0.3025,0.0128,1340.312,2,51.2,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,32.0002079,356538.3241,356538.3241,0,1,12.78419701,6963.639142,8.848457482,356538
RPV,22,6,RPV,0,0,low,1,1,16RPVlow1shoot,0.1901,0.0188,1004.273,3,47.3,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,36.91969426,64755.42577,64755.42577,0,0,11.07837277,1369.036486,7.221862476,64755
RPV,22,6,RPV,0,0,low,1,2,16RPVlow2shoot,0.1294,0.0153,847.55,3,45.6,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,34.19483439,381720.8894,381720.8894,0,0,12.85244496,8371.072137,9.032537248,381721
RPV,22,6,RPV,0,0,low,4,5,46RPVlow5shoot,0.3437,0.0214,1510.407,2,48.5,NA,NA,NA,2800,50.95508678,-3.518829324,32,32.28304672,202451.781,202451.781,0,0,12.21825702,4174.263525,8.336693221,202452
RPV,22,6,RPV,0,0,low,5,6,56RPVlow6shoot,0.2606,0.014,NA,NA,51.3,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,35.81643168,62169.4387,62169.4387,0,0,11.03761882,1211.879897,7.099928067,62169
RPV,22,6,RPV,0,1,P,1,1,16RPVP1shoot,0.2093,0.0192,1126.791,3,48,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,29.54318937,858649.4462,858649.4462,0,0,13.66311602,17888.53013,9.791915012,858649
RPV,22,6,RPV,0,1,P,1,2,16RPVP2shoot,0.2842,0.0223,1394.232,3,49.1,NA,NA,NA,2800,50.95508678,-3.518829324,32,34.37479274,51508.37822,51508.37822,0,0,10.84949976,1049.050473,6.955640723,51508
RPV,22,6,RPV,0,1,P,3,4,36RPVP4shoot,0.2546,0.0157,1391.402,3,47.3,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,33.8771197,473291.1213,473291.1213,0,0,13.06746596,10006.15478,9.210955661,473291
RPV,22,6,RPV,0,1,P,4,5,46RPVP5shoot,0.3922,0.018,1822.481,3,48.9,NA,NA,NA,2800,50.95508678,-3.518829324,32,33.44670868,94542.22896,94542.22896,0,0,11.45680188,1933.378915,7.567024485,94542
RPV,22,6,RPV,0,1,P,5,6,56RPVP6shoot,0.3394,0.0194,NA,NA,48.1,NA,NA,NA,2800,51.922408,-3.494227431,40,35.1043129,65029.18572,65029.18572,0,0,11.08259146,1351.958123,7.209309282,65029
RPV,22,6,RPV,1,0,N,1,1,16RPVN1shoot,0.2938,0.0134,1872.059,3,50.9,NA,NA,NA,2800,50.14614113,-3.45265522,45,34.46654002,34778.97567,34778.97567,0,0,10.45676834,683.280465,6.526905412,34779
RPV,22,6,RPV,1,0,N,1,2,16RPVN2shoot,0.1788,0.0144,1077.273,3,50.7,NA,NA,NA,2800,50.95508678,-3.518829324,32,32.73665237,150457.3776,150457.3776,0,0,11.92143512,2967.601137,7.995509207,150457
RPV,22,6,RPV,1,0,N,2,3,26RPVN3shoot,0.1224,0.0021,696.02,3,47,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,35.76471202,107705.1439,107705.1439,0,0,11.58715262,2291.598807,7.737005022,107705
RPV,22,6,RPV,1,0,N,3,4,36RPVN4shoot,0.3949,0.0183,2255.199,3,51.2,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,34.68804932,265164.9622,265164.9622,0,0,12.48810741,5179.003167,8.552367878,265165
