target,dpi,time,inoc,high_N,high_P,nutrient,round,replicate,sample,shoot_mass.g,root_mass.g,leaf_area.mm2,leaves,mass_ext.mg,PAVmin,PAVint,PAVslope,RPVmin,RPVint,RPVslope,q_group,tech_cycle,quant,quant_adj,quant_zero,co,log_quant,exp_round,conc,log_conc,quant_rd
PAV,19,5,PAV,1,0,N,5,6,55PAVN6shoot,0.4344,0.0173,NA,NA,47.5,2800,53.470203207138084,-3.4629721319999986,NA,NA,NA,36,35.84939066333333,122560.21324318938,122560.21324318938,0,0,5.088349507920545,5,2580.2150156460925,3.4116558982956784,122560
PAV,19,5,PAV,1,1,N+P,1,2,15PAVN+P2shoot,0.1988,0.0116,1214.616,3,52.2,2800,49.67861051029473,-3.3854052233333336,NA,NA,NA,16,35.167568206666665,19335.39899414166,19335.39899414166,0,0,4.286353138351994,1,370.40994241650685,2.568682635349732,19335
PAV,19,5,PAV,1,1,N+P,2,3,25PAVN+P3shoot,0.3521,0.0204,1860.981,3,51.2,2800,48.97662263167208,-3.3588090899999994,NA,NA,NA,13,35.99560292666666,7324.340747700369,7324.340747700369,0,0,3.8647685406274217,2,143.05353022852282,2.155498579651591,7324
PAV,19,5,PAV,1,1,N+P,4,5,45PAVN+P5shoot,0.4681,0.1215,2486.032,3,51.5,2800,48.97662263167208,-3.3588090899999994,NA,NA,NA,13,35.83734258,8163.690559793523,8163.690559793523,0,0,3.9118865346622256,4,158.5182632969616,2.2000793056210344,8164
PAV,19,5,PAV,1,1,N+P,5,6,55PAVN+P6shoot,0.2933,0.0137,NA,NA,51,2800,53.470203207138084,-3.4629721319999986,NA,NA,NA,36,36.57397969666667,75702.53941994887,75702.53941994887,0,0,4.879110448028122,5,1484.363518038213,3.1715402719301857,75703
PAV,19,5,PAV,1,1,N+P,5,7,55PAVN+P7shoot,0.4516,0.0195,NA,NA,47.8,2800,53.470203207138084,-3.4629721319999986,NA,NA,NA,36,36.17125193333333,98947.73513333344,98947.73513333344,0,0,4.995405857861741,5,2070.0362998605324,3.315977961249622,98948
PAV,22,6,coinfection,0,0,low,1,1,16coinfectionlow1shoot,0.1947,0.0182,1133.031,3,52.3,28000,52.13787768317112,-3.5050912220000052,2800,51.016664544847124,-3.3567030586666666,28,35.84319178333333,44551.48102724318,44551.48102724318,0,1,4.64886214588733,1,851.8447615151659,2.930360457020056,44551
PAV,22,6,coinfection,0,0,low,1,2,16coinfectionlow2shoot,0.2055,0.0195,1348.436,2,34.1,2800,52.155716614930085,-3.531808133222223,2800,53.07666939625254,-3.84486738162963,26,38.09258779,9590.684541552393,9590.684541552393,0,1,3.9818496063373847,1,281.25174608658045,2.449095227344887,9591
PAV,22,6,coinfection,0,0,low,2,3,26coinfectionlow3shoot,0.0955,0.0032,713.82,2,50.5,2800,52.999059720874435,-3.3933433428888917,2800,51.22810233179825,-3.3048075430370365,27,37.64307785,33521.62938031766,33521.62938031766,0,1,4.5253251201516385,2,663.7946411944091,2.822033742032977,33522
PAV,22,6,coinfection,0,1,P,4,5,46coinfectionP5shoot,0.2497,0.0132,1247.245,2,46.6,2800,52.396041698335196,-3.4743881866666664,2800,49.87804498427564,-3.345626683222222,25,37.42616908,20353.335751750128,20353.335751750128,0,1,4.3086355968465675,4,436.7668616255392,2.6402496801565674,20353
PAV,22,6,coinfection,1,0,N,1,1,16coinfectionN1shoot,0.2521,0.0287,1613.971,3,49.5,2800,51.34012946917131,-3.5167511616666647,2800,53.4943096934593,-3.772950433592596,44,39.15394592,2918.6512637806154,2918.6512637806154,0,1,3.465182206237195,1,58.962651793547785,1.7705770073036262,2919
PAV,22,6,coinfection,1,0,N,2,3,26coinfectionN3shoot,0.209,0.0241,1047.282,2,51.3,2800,52.155716614930085,-3.531808133222223,2800,53.07666939625254,-3.84486738162963,26,36.11518224,34812.4321932048,34812.4321932048,0,1,4.541734366610568,2,678.6049160468772,2.8316170014987514,34812
PAV,22,6,coinfection,1,0,N,4,5,46coinfectionN5shoot,0.341,0.0169,1509.077,2,51.5,2800,52.999059720874435,-3.3933433428888917,2800,51.22810233179825,-3.3048075430370365,27,35.983687083333336,103356.70089902238,103356.70089902238,0,1,5.014338638381113,4,2006.9262310489783,3.3025314093399216,103357
PAV,22,6,coinfection,1,1,N+P,3,4,36coinfectionN+P4shoot,0.3025,0.0128,1340.312,2,51.2,2800,48.9850770018075,-3.0088815262222224,2800,51.57720035970756,-3.5260478969999998,22,38.26657486,3649.9579651002564,3649.9579651002564,0,1,3.5622878629139745,3,71.28824150586438,1.8530179019381436,3650
PAV,22,6,PAV,0,0,low,2,3,26PAVlow3shoot,0.164,0.0193,1028.083,2,49.8,2800,48.97662263167208,-3.3588090899999994,NA,NA,NA,13,37.102867125,3428.536526650549,3428.536526650549,0,0,3.5351087806756167,2,68.84611499298292,1.8378794379158991,3429
PAV,22,6,PAV,0,0,low,3,4,36PAVlow4shoot,0.3005,0.0344,1567.004,3,48.9,2800,49.67861051029473,-3.3854052233333336,NA,NA,NA,16,37.499996185,3957.19515091946,3957.19515091946,0,0,3.597387468228527,3,80.92423621512188,1.9080786091049067,3957
PAV,22,6,PAV,0,0,low,4,5,46PAVlow5shoot,0.3856,0.0211,2028.925,3,51.2,2800,50.34818138034469,-3.3574419663333335,NA,NA,NA,14,38.03737767333333,4642.171930519603,4642.171930519603,0,0,3.666721221232605,4,90.66742051796099,1.9574512602567742,4642
PAV,22,6,PAV,0,1,P,3,4,36PAVP4shoot,0.232,0.0156,1414.789,3,49.2,2800,49.60374995845039,-3.348891957999999,NA,NA,NA,15,36.190657296666664,10121.223689974822,10121.223689974822,0,0,4.005233023341308,3,205.71592865802484,2.3132679205739475,10121
PAV,22,6,PAV,0,1,P,4,5,46PAVP5shoot,0.3115,0.0194,1407.628,3,47.4,2800,49.67861051029473,-3.3854052233333336,NA,NA,NA,16,37.484041850000004,4000.3698853783467,4000.3698853783467,0,0,3.60210014926595,4,84.39598914300309,1.9263218075918649,4000
PAV,22,6,PAV,1,0,N,3,4,36PAVN4shoot,0.2229,0.012,1255.516,2,49,2800,50.22608974830922,-3.560085041666667,NA,NA,NA,17,36.97925059333333,5259.365443009436,5259.365443009436,0,0,3.7209333484838134,3,107.33398863284563,2.0307372684553,5259
PAV,22,6,PAV,1,0,N,4,5,46PAVN5shoot,0.2224,0.0112,1292.808,3,48.9,2800,48.97662263167208,-3.3588090899999994,NA,NA,NA,13,35.76330693333333,8588.726354612474,8588.726354612474,0,0,3.9339287659063555,4,175.6385757589463,2.2446199067827353,8589
PAV,22,6,PAV,1,1,N+P,1,1,16PAVN+P1shoot,0.388,0.0296,2179.416,3,50.8,2800,49.67861051029473,-3.3854052233333336,NA,NA,NA,16,38.00376129333333,2809.1989826906934,2809.1989826906934,0,0,3.4485825024710404,1,55.29919257265145,1.742718790187121,2809
PAV,22,6,PAV,1,1,N+P,3,4,36PAVN+P4shoot,0.3325,0.0146,1724.169,3,50.7,2800,49.60374995845039,-3.348891957999999,NA,NA,NA,15,35.17105993,20402.86464584551,20402.86464584551,0,0,4.309691148432804,3,402.4233657957694,2.6046831890994677,20403
PAV,22,6,PAV,1,1,N+P,4,5,46PAVN+P5shoot,0.5062,0.0129,2546.929,3,51.4,2800,51.38179051920926,-3.4672812150000007,2800,49.968065771911625,-3.525420062,31,36.46334203,20074.089637621117,20074.089637621117,0,0,4.302635859090321,4,390.5464910043019,2.5916727400950452,20074
PAV,22,6,PAV,1,1,N+P,5,6,56PAVN+P6shoot,0.352,0.0195,NA,NA,51.9,2800,53.470203207138084,-3.4629721319999986,NA,NA,NA,36,37.25265757333334,48209.110694506744,48209.110694506744,0,0,4.683129120198404,5,928.884599123444,2.9679617623499466,48209
PAV,26,7,coinfection,0,0,low,1,1,17coinfectionlow1shoot,0.1862,0.0154,1135.967,3,48.9,2800,50.37211045984439,-3.366426213999998,2800,49.476777238956124,-3.068125512222223,30,30.82265472,641480.9887035833,641480.9887035833,0,1,5.8071837899027265,1,13118.220627885139,4.117874930779107,641481
PAV,26,7,coinfection,0,0,low,2,3,27coinfectionlow3shoot,0.1309,0.0101,842.738,NA,50.5,2800,51.38179051920926,-3.4672812150000007,2800,49.968065771911625,-3.525420062,31,37.784337995,8349.238556473318,8349.238556473318,0,1,3.921646869998474,2,165.33145656382808,2.2183554918798127,8349
PAV,26,7,coinfection,0,0,low,4,5,47coinfectionlow5shoot,0.2894,0.0301,1720.706,3,50,2800,49.796860060958295,-3.144371795666668,2800,52.89612035071825,-3.4712520312962956,19,38.30445862,4517.641413147677,4517.641413147677,0,1,3.6549117559177455,4,90.35282826295354,1.9559417515817268,4518
PAV,26,7,coinfection,0,1,P,1,1,17coinfectionP1shoot,0.1031,0.0119,826.695,2,51.4,2800,52.999059720874435,-3.3933433428888917,2800,51.22810233179825,-3.3048075430370365,27,38.86208471,14658.528186702822,14658.528186702822,0,1,4.166090366452295,1,285.1853732821561,2.455127247457019,14659
PAV,26,7,coinfection,0,1,P,4,5,47coinfectionP5shoot,0.3826,0.0209,1850.317,3,52.7,2800,52.9517160275321,-3.5594708759999985,2800,50.16044780753552,-3.3807856236666654,23,38.387058259999996,12353.902468451439,12353.902468451439,0,1,4.091804168348562,4,234.41940167839542,2.3699935531360157,12354
PAV,26,7,coinfection,1,0,N,1,2,17coinfectionN2shoot,0.2045,0.0141,1036.465,3,47.2,2800,52.211848476274724,-3.592351510388887,2800,49.45773254949748,-3.4075128553333314,24,39.55118179,3344.56468910734,3344.56468910734,0,1,3.5243396003038003,1,70.8594213793928,1.8503976016697126,3345
PAV,26,7,coinfection,1,0,N,4,5,47coinfectionN5shoot,0.2289,0.0156,1447.793,3,47.1,28000,52.13787768317112,-3.5050912220000052,2800,51.016664544847124,-3.3567030586666666,28,36.175573345000004,35812.441166692886,35812.441166692886,0,1,4.554033925845451,4,760.3490693565368,2.8810130187165552,35812
PAV,26,7,coinfection,1,1,N+P,1,2,17coinfectionN+P2shoot,0.2392,0.028,1449.097,3,49.1,2800,52.879494848272664,-3.458342488666665,28000,54.97219010593116,-3.370307922173914,20,40.13640022,4838.831500896202,4838.831500896202,0,1,3.684740499251611,1,98.55053973312019,1.9936590071286424,4839
PAV,26,7,coinfection,1,1,N+P,2,3,27coinfectionN+P3shoot,0.2044,NA,1449.416,NA,47.1,2800,49.796860060958295,-3.144371795666668,2800,52.89612035071825,-3.4712520312962956,19,38.9141655,2890.730212398815,2890.730212398815,0,1,3.461007561496381,2,61.37431448829756,1.7879866543674847,2891
PAV,26,7,coinfection,1,1,N+P,5,6,57coinfectionN+P6shoot,0.4783,0.0155,NA,NA,47.8,2800,55.29559506087862,-3.4535579345374523,2800,51.96716876869854,-3.3692454026666625,39,42.576669695,4817.780032920786,4817.780032920786,0,1,3.6828469673789073,5,100.79037725775703,2.0034190707667885,4818
PAV,26,7,PAV,0,0,low,3,4,37PAVlow4shoot,0.2521,0.0213,1394.47,3,46.1,2800,50.34818138034469,-3.3574419663333335,NA,NA,NA,14,36.295351663333335,15331.207365078306,15331.207365078306,0,0,4.185576357812216,3,332.5641510862973,2.521875432422567,15331
PAV,26,7,PAV,0,0,low,5,6,57PAVlow6shoot,0.2925,0.0191,NA,NA,49.6,2800,51.174255418315916,-3.3517181390000026,NA,NA,NA,42,38.39186732,6511.518625929106,6511.518625929106,0,0,3.8136822871775204,5,131.2806174582481,2.118200610687323,6512
PAV,26,7,PAV,0,1,P,1,2,17PAVP2shoot,0.2841,0.0171,1550.161,3,48.8,1000,53.61460039970443,-3.26696056811987,1000,48.158260637525146,-3.2357518895975863,01,42.52687836,2476.8247353982606,2476.8247353982606,0,0,3.3938952762094083,1,50.75460523357091,1.7054754542066977,2477
PAV,26,7,PAV,0,1,P,3,4,37PAVP4shoot,0.23332,0.0194,1403.458,2,48.6,2800,49.67861051029473,-3.3854052233333336,NA,NA,NA,16,35.14787292333333,19596.15390650814,19596.15390650814,0,0,4.292170841709213,3,403.2130433437889,2.6055345724469197,19596
PAV,26,7,PAV,0,1,P,4,5,47PAVP5shoot,0.2523,0.0146,1404.465,3,49.3,2800,50.22608974830922,-3.560085041666667,NA,NA,NA,17,33.67398707,44602.16912486028,44602.16912486028,0,0,4.649355980148242,4,904.7093128774906,2.956509060871012,44602
PAV,26,7,PAV,1,0,N,3,4,37PAVN4shoot,0.3547,0.0252,1916.202,3,50.1,2800,50.34818138034469,-3.3574419663333335,NA,NA,NA,14,37.30487633,7671.736404534098,7671.736404534098,0,0,3.8848936723660787,3,153.1284711483852,2.185055946498833,7672
PAV,26,7,PAV,1,0,N,5,6,57PAVN6shoot,0.4169,0.0152,NA,NA,50.9,2800,51.174255418315916,-3.3517181390000026,NA,NA,NA,42,36.934412636666664,17722.311595301813,17722.311595301813,0,0,4.248520368093291,5,348.1790097308804,2.5418025857565323,17722
PAV,26,7,PAV,1,0,N,5,7,57PAVN7shoot,0.4599,0.0265,NA,NA,47.1,2800,51.174255418315916,-3.3517181390000026,NA,NA,NA,42,38.78384781,4974.31365534833,4974.31365534833,0,0,3.696733166235942,5,105.61175489062272,2.0237122591070458,4974
PAV,26,7,PAV,1,1,N+P,1,1,17PAVN+P1shoot,0.2478,0.0249,1276.715,4,16.8,2800,49.67861051029473,-3.3854052233333336,NA,NA,NA,16,37.7458992,3347.7364059967654,3347.7364059967654,0,0,3.524751255197026,1,199.27002416647412,2.299441973471163,3348
PAV,26,7,PAV,1,1,N+P,1,2,17PAVN+P2shoot,0.3897,0.014,2045.455,3,50.1,2800,49.67861051029473,-3.3854052233333336,NA,NA,NA,16,37.3711497,4319.633158830811,4319.633158830811,0,0,3.6354468662917045,1,86.22022273115391,1.9356091404244589,4320
PAV,26,7,PAV,1,1,N+P,3,4,37PAVN+P4shoot,0.2528,0.0139,1439.386,3,45.6,2800,49.60374995845039,-3.348891957999999,NA,NA,NA,15,36.25372187333333,9691.73538239141,9691.73538239141,0,0,3.986401547898806,3,212.5380566313906,2.327436705234371,9692
PAV,26,7,PAV,1,1,N+P,4,5,47PAVN+P5shoot,0.2359,0.0076,1380.65,3,52.2,2800,50.34818138034469,-3.3574419663333335,NA,NA,NA,14,37.984817505,4812.558778128126,4812.558778128126,0,0,3.6823760467993236,4,92.1946126078185,1.9647055437970615,4813
PAV,29,8,coinfection,0,0,low,1,1,18coinfectionlow1shoot,0.0538,0.0027,514.796,2,30.2,2800,52.879494848272664,-3.458342488666665,28000,54.97219010593116,-3.370307922173914,20,38.72463226,12386.867135726105,12386.867135726105,0,1,4.092961479280773,1,410.16116343463926,2.6129545363236226,12387
PAV,29,8,coinfection,0,0,low,3,4,38coinfectionlow4shoot,0.3377,0.0368,1364.437,3,50.4,28000,52.13787768317112,-3.5050912220000052,2800,51.016664544847124,-3.3567030586666666,28,34.837247213333335,86269.5250086458,86269.5250086458,0,1,4.935857406862594,3,1711.6969247747181,3.2334268704170683,86270
PAV,29,8,coinfection,0,1,P,3,4,38coinfectionP4shoot,0.3429,0.0445,1787.92,4,51.4,28000,52.13787768317112,-3.5050912220000052,2800,51.016664544847124,-3.3567030586666666,28,36.42729949666667,30354.049369922428,30354.049369922428,0,1,4.482216636159327,3,590.5457075860395,2.7712535171640513,30354
PAV,29,8,coinfection,0,1,P,4,5,48coinfectionP5shoot,0.1918,0.0285,1087.051,3,47.7,2800,52.999059720874435,-3.3933433428888917,2800,51.22810233179825,-3.3048075430370365,27,36.80904007,59035.27085980816,59035.27085980816,0,1,4.771111560167445,4,1237.6367056563554,3.0925931811273313,59035
PAV,29,8,coinfection,1,0,N,1,1,18coinfectionN1shoot,0.1127,0.0068,807.925,3,46.7,2800,50.37211045984439,-3.366426213999998,2800,49.476777238956124,-3.068125512222223,30,37.24409739,7937.584189556748,7937.584189556748,0,1,3.8996883446453583,1,169.96968285988754,2.230371464079246,7938
PAV,29,8,coinfection,1,0,N,1,2,18coinfectionN2shoot,0.4163,0.0145,2285.887,3,52.3,2800,52.999059720874435,-3.3933433428888917,2800,51.22810233179825,-3.3048075430370365,27,34.89121119,216912.90863597413,216912.90863597413,0,1,5.336285397945757,1,4147.474352504286,3.6177837090784832,216913
PAV,29,8,coinfection,1,0,N,2,3,28coinfectionN3shoot,0.2298,0.017,1375.892,4,51,1000,54.25433097458645,-3.4464989144862117,1000,49.17542605929204,-2.9215952719616536,02,42.14725494,3257.3339061155793,3257.3339061155793,0,1,3.512862279949772,2,63.869292276776065,1.8052921038518357,3257
PAV,29,8,coinfection,1,0,N,3,4,38coinfectionN4shoot,0.4762,0.0381,2213.329,3,47.9,2800,52.155716614930085,-3.531808133222223,2800,53.07666939625254,-3.84486738162963,26,36.964585623333335,20009.36783028878,20009.36783028878,0,1,4.3012333678888774,3,417.7321050164672,2.6208978544743142,20009
PAV,29,8,coinfection,1,0,N,4,5,48coinfectionN5shoot,0.4686,0.022,2142.78,3,46.2,2800,50.86659032166355,-3.2532892863333336,2800,49.73738099187795,-3.558046975999998,21,38.57228469666667,6012.271018275929,6012.271018275929,0,1,3.779038549274957,4,130.1357363263188,2.1143965737188313,6012
PAV,29,8,coinfection,1,1,N+P,1,1,18coinfectionN+P1shoot,0.4274,0.0179,2246.529,3,52.5,2800,49.796860060958295,-3.144371795666668,2800,52.89612035071825,-3.4712520312962956,19,36.87773768,12842.505087300067,12842.505087300067,0,1,4.108649746433432,1,244.61914452000127,2.388490443027475,12843
PAV,29,8,coinfection,1,1,N+P,1,2,18coinfectionN+P2shoot,0.2812,0.01,1764.674,4,49,2800,52.9517160275321,-3.5594708759999985,2800,50.16044780753552,-3.3807856236666654,23,37.61280441,20385.601712164007,20385.601712164007,0,1,4.309323534842179,1,416.03268800334706,2.6191274548136647,20386
PAV,29,8,coinfection,1,1,N+P,2,3,28coinfectionN+P3shoot,0.1783,0.0121,1044.037,2,50,2800,53.33356800985676,-3.7565678919999974,2800,52.04851390697174,-3.525956916333331,43,39.37520218,5196.64476308801,5196.64476308801,0,1,3.715723029945114,2,103.93289526176021,2.0167530256090953,5197
PAV,29,8,coinfection,1,1,N+P,4,5,48coinfectionN+P5shoot,0.4124,0.0241,2200.192,3,47.6,2800,52.9517160275321,-3.5594708759999985,2800,50.16044780753552,-3.3807856236666654,23,40.5437088,3061.3529350756808,3061.3529350756808,0,1,3.4859134011164494,4,64.3141372915059,1.8083064483959563,3061
PAV,29,8,PAV,0,0,low,1,2,18PAVlow2shoot,0.289,0.0334,1749.601,4,29.8,2800,50.22608974830922,-3.560085041666667,NA,NA,NA,17,37.291339875,4298.034666468701,4298.034666468701,0,0,3.633269914039405,1,144.22935122378192,2.1590536499631496,4298
PAV,29,8,PAV,0,0,low,3,4,38PAVlow4shoot,0.1886,0.0118,1109.323,3,52.1,2800,50.22608974830922,-3.560085041666667,NA,NA,NA,17,34.227072396666664,31188.798497513064,31188.798497513064,0,0,4.4939986445246705,3,598.633368474339,2.777160921225146,31189
PAV,29,8,PAV,0,0,low,5,6,58PAVlow6shoot,0.3547,0.0213,NA,NA,50.5,2800,51.174255418315916,-3.3517181390000026,NA,NA,NA,42,38.605594635,5622.323013487922,5622.323013487922,0,0,3.749915793058249,5,111.33312897995886,2.0466244149395876,5622
PAV,29,8,PAV,0,1,P,1,2,18PAVP2shoot,0.0985,0.0067,732.151,3,48.3,2800,50.22608974830922,-3.560085041666667,NA,NA,NA,17,36.69226583,6332.061443148368,6332.061443148368,0,0,3.8015451203865944,1,131.09858060348589,2.1175979896350823,6332
PAV,29,8,PAV,0,1,P,3,4,38PAVP4shoot,0.2902,0.0162,1449.429,3,52,2800,50.34818138034469,-3.3574419663333335,NA,NA,NA,14,38.11900075,4389.450242769149,4389.450242769149,0,0,3.642410130382744,3,84.41250466863747,1.9264067867479449,4389
PAV,29,8,PAV,0,1,P,4,5,48PAVP5shoot,0.5321,0.0309,2485.427,4,49.4,2800,48.97662263167208,-3.3588090899999994,NA,NA,NA,13,37.17870903,3254.8335349915474,3254.8335349915474,0,0,3.5125287819416022,4,65.88731852209611,1.8188018330179554,3255
PAV,29,8,PAV,0,1,P,5,6,58PAVP6shoot,0.244,0.0152,NA,NA,48.5,2800,51.174255418315916,-3.3517181390000026,NA,NA,NA,42,38.01255417,8449.909370381507,8449.909370381507,0,0,3.926852050943268,5,174.22493547178365,2.2411103123410046,8450
PAV,29,8,PAV,0,1,P,5,7,58PAVP7shoot,0.3692,0.0207,NA,NA,51.4,2800,51.174255418315916,-3.3517181390000026,NA,NA,NA,42,39.05010605,4142.798756563699,4142.798756563699,0,0,3.6172938372237957,5,80.59919759851554,1.90633071822852,4143
PAV,29,8,PAV,1,0,N,1,2,18PAVN2shoot,0.2616,0.0034,1691.001,3,50.6,2800,49.19482930996279,-3.0508223223333335,2800,50.71861645847463,-3.568601969833332,12,37.31090291666667,7858.127610792005,7858.127610792005,0,0,3.8953190771880295,1,155.2989646401582,2.1911685603482303,7858
PAV,29,8,PAV,1,0,N,3,4,38PAVN4shoot,0.2702,0.0108,1627.662,3,47.5,2800,48.97662263167208,-3.3588090899999994,NA,NA,NA,13,36.79440307666667,4235.903986362525,4235.903986362525,0,0,3.6269461075578464,3,89.17692602868473,1.9502524979329798,4236
PAV,29,8,PAV,1,0,N,4,5,48PAVN5shoot,0.6444,0.0347,3991.724,4,49.4,2800,49.60374995845039,-3.348891957999999,NA,NA,NA,15,37.14369074333334,5255.950899131464,5255.950899131464,0,0,3.7206512994101972,4,106.39576718889604,2.02692435048655,5256
PAV,29,8,PAV,1,0,N,5,6,58PAVN6shoot,0.5483,0.019,NA,NA,46.8,2800,51.174255418315916,-3.3517181390000026,NA,NA,NA,42,37.696413676666666,10499.629439044536,10499.629439044536,0,0,4.02117397188727,5,224.35105638984052,2.350928118813146,10500
PAV,29,8,PAV,1,0,N,5,7,58PAVN7shoot,0.6076,0.0207,NA,NA,53.4,2800,51.174255418315916,-3.3517181390000026,NA,NA,NA,42,36.27648417,27849.426075281743,27849.426075281743,0,0,4.444816249602873,5,521.5248328704446,2.7172749925743167,27849
PAV,29,8,PAV,1,1,N+P,1,2,18PAVN+P2shoot,0.3794,0.00147,2304.306,4,50.6,2800,50.34818138034469,-3.3574419663333335,NA,NA,NA,14,36.00790914,18671.959947766958,18671.959947766958,0,0,4.271189907120187,1,369.0110661614023,2.5670393902803874,18672
PAV,29,8,PAV,1,1,N+P,5,6,58PAVN+P6shoot,0.3931,0.0098,NA,NA,48,2800,51.174255418315916,-3.3517181390000026,NA,NA,NA,42,37.27866618,13989.777063178824,13989.777063178824,0,0,4.145810793762543,5,291.4536888162255,2.4645695563869556,13990
PAV,29,8,PAV,1,1,N+P,5,7,58PAVN+P7shoot,0.5662,0.02,NA,NA,49.3,2800,51.174255418315916,-3.3517181390000026,NA,NA,NA,42,38.534433365,5904.0098607529435,5904.0098607529435,0,0,3.771147074165089,5,119.75679230736195,2.0783001548878595,5904
RPV,5,1,coinfection,0,0,low,1,1,11coinfectionlow1shoot,0.1597,0.0128,798.214,2,47.5,2800,52.396041698335196,-3.4743881866666664,2800,49.87804498427564,-3.345626683222222,25,34.27772903666666,46014.84816489171,46014.84816489171,0,1,4.662897993324253,1,968.7336455766675,2.986204383699387,46015
RPV,5,1,coinfection,0,0,low,1,2,11coinfectionlow2shoot,0.1532,0.0133,746.368,2,45.4,2800,49.796860060958295,-3.144371795666668,2800,52.89612035071825,-3.4712520312962956,19,35.540507,99957.10464562879,99957.10464562879,0,1,4.999813667876203,1,2201.6983402120877,3.342757815019099,99957
RPV,5,1,coinfection,0,0,low,2,3,21coinfectionlow3shoot,0.134,0.0176,679.762,2,50.7,2800,48.9850770018075,-3.0088815262222224,2800,51.57720035970756,-3.5260478969999998,22,36.793266296666665,15587.534820214945,15587.534820214945,0,1,4.192777436636419,2,307.4464461580857,2.487769477303083,15588
RPV,5,1,coinfection,0,0,low,3,4,31coinfectionlow4shoot,0.2073,0.0185,1046.657,2,52.2,2800,53.33356800985676,-3.7565678919999974,2800,52.04851390697174,-3.525956916333331,43,35.995863596666666,35703.22500303959,35703.22500303959,0,1,4.552707446861928,3,683.9698276444365,2.8350369438596656,35703
RPV,5,1,coinfection,0,1,P,1,1,11coinfectionP1shoot,0.1564,0.0115,707.601,2,48.7,2800,48.9850770018075,-3.0088815262222224,2800,51.57720035970756,-3.5260478969999998,22,37.96534220333333,7250.575000276901,7250.575000276901,0,1,3.8603724492668836,1,148.88244353751335,2.172843488052249,7251
RPV,5,1,coinfection,0,1,P,2,3,21coinfectionP3shoot,0.0942,0.0148,622.46,1,47.2,2800,54.4608237007568,-3.962081251962963,2800,49.79641931559469,-3.1170673473333332,29,35.60479990666666,35717.039356171554,35717.039356171554,0,1,4.552875452328301,2,756.7169355121091,2.8789334536942133,35717
RPV,5,1,coinfection,0,1,P,3,4,31coinfectionP4shoot,0.1573,0.0129,697.557,2,50.2,2800,50.87939654581369,-3.364814314000001,2800,51.71905653844353,-3.58935585048148,18,35.193927763333335,40172.236837990225,40172.236837990225,0,1,4.603926014438914,3,800.2437617129526,2.9032222972938944,40172
RPV,5,1,coinfection,1,0,N,1,2,11coinfectionN2shoot,0.1319,0.011,642.632,2,50.2,2800,52.396041698335196,-3.4743881866666664,2800,49.87804498427564,-3.345626683222222,25,35.225569406666665,23965.73324160237,23965.73324160237,0,1,4.379590720951855,1,477.40504465343366,2.6788870038068358,23966
RPV,5,1,coinfection,1,0,N,2,3,21coinfectionN3shoot,0.1361,0.0121,722.77,2,54.8,1000,53.61460039970443,-3.26696056811987,1000,48.158260637525146,-3.2357518895975863,01,37.729934693333334,1670.4932916344771,1670.4932916344771,0,1,3.2228447359382453,2,30.48345422690652,1.484064177453876,1670
RPV,5,1,coinfection,1,0,N,3,4,31coinfectionN4shoot,0.1585,0.0111,675.06,2,48.4,28000,52.13787768317112,-3.5050912220000052,2800,51.016664544847124,-3.3567030586666666,28,34.91128667,62802.24286077786,62802.24286077786,0,1,4.797975154002577,3,1297.567001255741,3.1131297923581647,62802
RPV,5,1,coinfection,1,1,N+P,1,1,11coinfectionN+P1shoot,0.1049,0.0067,497.974,1,47.3,2800,52.999059720874435,-3.3933433428888917,2800,51.22810233179825,-3.3048075430370365,27,33.970190683333335,166748.7291747575,166748.7291747575,0,1,5.222062532756542,1,3525.343111517072,3.5472013920187306,166749
RPV,5,1,coinfection,1,1,N+P,2,3,21coinfectionN+P3shoot,0.1683,0.0144,978.173,2,46.2,2800,51.38179051920926,-3.4672812150000007,2800,49.968065771911625,-3.525420062,31,33.68833287666667,41477.60325229561,41477.60325229561,0,1,4.617813653108143,2,897.7836201795586,2.953171677552017,41478
RPV,5,1,RPV,0,0,low,1,1,11RPVlow1shoot,0.1303,0.0129,547.398,2,48.6,2800,56.15578587325488,-3.476488848,2800,54.27998251009572,-3.6793323785294114,07,38.75926208333333,16533.026476627136,16533.026476627136,0,0,4.218352361241647,1,340.18572997175175,2.5317160919793533,16533
RPV,5,1,RPV,0,0,low,2,3,21RPVlow3shoot,0.1505,0.0128,913.221,2,48,2800,53.91588388787196,-3.352839229851849,2800,54.45703351869864,-3.645049392402595,09,40.44711304,6975.052804367581,6975.052804367581,0,0,3.8435474997676646,2,145.3136000909913,2.1623062623920775,6975
RPV,5,1,RPV,0,0,low,3,4,31RPVlow4shoot,0.2293,0.0286,1001.273,2,47.2,2800,53.91588388787196,-3.352839229851849,2800,54.45703351869864,-3.645049392402595,09,37.02935791,60421.36361878421,60421.36361878421,0,0,4.781190522417412,3,1280.113635991191,3.107248523783324,60421
RPV,5,1,RPV,0,0,low,5,6,51RPVlow6shoot,0.1408,0.0119,NA,NA,48.5,NA,NA,NA,2800,51.922408000958875,-3.4942274306666654,40,39.02901077,4896.8136276229225,4896.8136276229225,0,0,3.689913575115784,5,100.96522943552418,2.0041718365135206,4897
